,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN
0,810.8490670280102,182.15706190854257,,,,,,,268.1133975614978,269.98969825055934,0.22464977677806233,0.33065758901864284,786.9145857795493,158.19383930532342,0.20103050847457635,200.0630302829362,680.2143029619832,946.9650100058984,87.67123287671232,95.8904109589041,320.100848452698,1267.0658584585963,14.6,414.0625
