HRV_MeanNN,{0: 606.5277777777778}
HRV_SDNN,{0: 122.54530317479917}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 167.92855623746667}
HRV_SDSD,{0: 169.0949990752939}
HRV_CVNN,{0: 0.20204400798226563}
HRV_CVSD,{0: 0.2768686981703137}
HRV_MedianNN,{0: 590.0}
HRV_MadNN,{0: 103.782}
HRV_MCVNN,{0: 0.17590169491525423}
HRV_IQRNN,{0: 137.5}
HRV_Prc20NN,{0: 502.0}
HRV_Prc80NN,{0: 698.0}
HRV_pNN50,{0: 76.38888888888889}
HRV_pNN20,{0: 87.5}
HRV_MinNN,{0: 360.0}
HRV_MaxNN,{0: 930.0}
HRV_HTI,{0: 14.4}
HRV_TINN,{0: 179.6875}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.02646995275350457}
HRV_HF,{0: 0.13811571831360994}
HRV_VHF,{0: 0.013515810723394101}
HRV_LFHF,{0: 0.1916505454752156}
HRV_LFn,{0: 0.1486228665106772}
HRV_HFn,{0: 0.775488878167045}
HRV_LnHF,{0: -1.9796634066975092}
shannon,(1.5427368065045863, {'Symbolization': 3, 'Base': 2})
SampEn,(0.23658386903366826, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.13786350966121613})
Entropy_SVD,(0.1679801671303882, {'Dimension': 2, 'Delay': 1})
