HRV_MeanNN,{0: 602.6027397260274}
HRV_SDNN,{0: 188.2155044184744}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 239.39739161300633}
HRV_SDSD,{0: 241.07333672063626}
HRV_CVNN,{0: 0.31233761815295824}
HRV_CVSD,{0: 0.39727232525004463}
HRV_MedianNN,{0: 580.0}
HRV_MadNN,{0: 237.21599999999998}
HRV_MCVNN,{0: 0.40899310344827583}
HRV_IQRNN,{0: 330.0}
HRV_Prc20NN,{0: 420.0}
HRV_Prc80NN,{0: 800.0}
HRV_pNN50,{0: 78.08219178082192}
HRV_pNN20,{0: 87.67123287671232}
HRV_MinNN,{0: 310.0}
HRV_MaxNN,{0: 1190.0}
HRV_HTI,{0: 10.428571428571429}
HRV_TINN,{0: 500.0}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.02248844188096888}
HRV_HF,{0: 0.17254047330343325}
HRV_VHF,{0: 0.012883370928228305}
HRV_LFHF,{0: 0.1303371982840237}
HRV_LFn,{0: 0.10816312158092678}
HRV_HFn,{0: 0.8298714642095006}
HRV_LnHF,{0: -1.757123442185541}
shannon,(1.4304410236093215, {'Symbolization': 3, 'Base': 2})
SampEn,(0.38117185420546185, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.0034082488761887197})
Entropy_SVD,(0.20124972068916513, {'Dimension': 2, 'Delay': 1})
