,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN
0,1063.60944883888,112.50782031879392,,,,,,,137.80945807617866,139.09788646709148,0.10577925989809166,0.12956772641181621,1067.0044630394602,79.09704084511543,0.07413000000000022,133.37555787993233,1013.654239887487,1163.0348647130115,80.0,87.27272727272727,533.5022315197301,1200.3800209193926,6.875,492.1875
