HRV_MeanNN,{0: 755.1724137931035}
HRV_SDNN,{0: 184.02175099614018}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 216.85147314120042}
HRV_SDSD,{0: 218.6404218922316}
HRV_CVNN,{0: 0.24368177072548242}
HRV_CVSD,{0: 0.2871549187714526}
HRV_MedianNN,{0: 770.0}
HRV_MadNN,{0: 177.91199999999998}
HRV_MCVNN,{0: 0.23105454545454543}
HRV_IQRNN,{0: 247.5}
HRV_Prc20NN,{0: 598.0}
HRV_Prc80NN,{0: 906.0}
HRV_pNN50,{0: 79.3103448275862}
HRV_pNN20,{0: 86.20689655172413}
HRV_MinNN,{0: 340.0}
HRV_MaxNN,{0: 1180.0}
HRV_HTI,{0: 14.5}
HRV_TINN,{0: 390.625}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.03294309506038556}
HRV_HF,{0: 0.14438039322440224}
HRV_VHF,{0: 0.024328249928012812}
HRV_LFHF,{0: 0.2281687584074105}
HRV_LFn,{0: 0.16336628363511113}
HRV_HFn,{0: 0.715988835524142}
HRV_LnHF,{0: -1.9353038427369293}
shannon,(1.4149317887489945, {'Symbolization': 3, 'Base': 2})
SampEn,(0.36758356611110327, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.08998947753662682})
Entropy_SVD,(0.12167906571324924, {'Dimension': 2, 'Delay': 1})
