,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN
0,934.8252338847849,289.8730252830893,,,,,,,361.9502196950773,364.88620519199355,0.31008258525337956,0.3871849053442291,963.7198320230422,218.29057295181914,0.22650833333333323,321.2399440076806,704.0508772835002,1124.3398040268823,84.12698412698413,90.47619047619048,334.6249416746674,1592.8147223714168,15.75,710.9375
