HRV_MeanNN,{0: 840.1923076923077}
HRV_SDNN,{0: 171.25248399074832}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 232.40853144881768}
HRV_SDSD,{0: 234.67691599720834}
HRV_CVNN,{0: 0.20382534144012157}
HRV_CVSD,{0: 0.2766134958878123}
HRV_MedianNN,{0: 830.0}
HRV_MadNN,{0: 140.84699999999998}
HRV_MCVNN,{0: 0.16969518072289155}
HRV_IQRNN,{0: 185.0}
HRV_Prc20NN,{0: 720.0}
HRV_Prc80NN,{0: 968.0}
HRV_pNN50,{0: 78.84615384615384}
HRV_pNN20,{0: 86.53846153846155}
HRV_MinNN,{0: 350.0}
HRV_MaxNN,{0: 1230.0}
HRV_HTI,{0: 13.0}
HRV_TINN,{0: 390.625}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.013428123479270658}
HRV_HF,{0: 0.11538806076423253}
HRV_VHF,{0: 0.026854985203427634}
HRV_LFHF,{0: 0.11637359524316616}
HRV_LFn,{0: 0.0862595400739787}
HRV_HFn,{0: 0.7412294850368485}
HRV_LnHF,{0: -2.15945438984249}
shannon,(1.3256692867145652, {'Symbolization': 3, 'Base': 2})
SampEn,(0.35869441738817315, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.10381655776672186})
Entropy_SVD,(0.11799363061796919, {'Dimension': 2, 'Delay': 1})
