5.415014294878891521e-01,1.278479033321869296e-01,1.887852827332540118e-01,2.919742912621654529e+00,1.415848322183713703e+00,2.064872014754182583e+00,1.492171489889214664e+00,2.234143936714761747e+00,3.598772168597708543e+00,1.743555846590360836e-01,4.663884071853547919e-01,1.973567774185743362e+00,1.957441384202763257e-01,2.750444210717360338e+00,2.359381891042873838e-03,5.685265033251705180e-01,1.636845785248256746e+00,2.624925551230259835e+00,3.763566571234805980e-01
1.402827202264157913e+00,1.449714491694562790e+00,3.086262488030656392e+00,1.279346594763576661e+01,4.818566746858427008e-01,3.370927920476503470e+00,1.858424531980141348e+00,3.455941998009146587e+00,1.011566715072513922e+01,2.807862696182221729e+00,4.962814922491241842e-02,2.703996602903794066e+00,2.020890777488996704e-01,1.556051445637918640e+01,2.174563460878262688e+00,1.906375922999746786e+00,5.836916337929725529e+00,1.475514561317332607e+01,4.652044940100104498e+00
9.193339919132162308e+00,6.563792662855989501e-01,2.863551195948945960e+01,6.652016793013643792e+00,2.023202974761119322e+01,1.305810106885854438e+01,1.735974700428064921e+01,8.680417994300970719e+00,4.573142125494985777e+00,5.924964414176232097e+00,8.134232969527599444e-01,4.409463049233678333e+01,3.411950045652633179e+01,6.844316791161669578e+00,9.881208860392970195e+00,2.056567749782113541e+00,5.463631167585477755e+01,2.018320941978315375e+01,1.873716268173724231e+01
3.052763439931173295e+01,7.247279838734310431e+01,1.095986025312895507e+01,3.714518493275159727e+01,2.870063051899332862e+01,5.281759748631917262e+01,5.803081727112838761e-01,5.486719381899491310e+01,2.583767519283469838e+01,6.445587629868356316e+01,1.408570795417217747e+00,5.206456373135269544e+00,5.595986778311782928e+01,6.095622895139484854e+01,9.483461834849428840e+00,6.201567315653649937e-01,1.601340603115210115e+01,2.248827701472538720e+01,3.707349425786705410e+01
2.381878011360047509e+00,4.184319392894972900e-01,1.881601819534292730e+01,1.233496995272546393e+01,2.285359161386665061e+00,4.913927067450878816e+00,3.684673352809371494e+01,3.147476457582186082e+00,2.546808372950333066e+01,1.576152823127900859e+01,6.208545637586805555e+01,3.198363879062274862e+01,1.001137993800239201e+01,3.016515133895303347e+00,3.105187864414820087e+00,4.807608015278899671e+01,1.263989039260531122e+01,2.154702896199765760e+01,7.721352760905634938e+00
8.326304532179692686e+00,2.151965867771683971e+00,3.172835612746510936e+00,4.501962475111874973e+00,7.280115740453613427e+00,1.082201245099045694e+00,1.491398791821875403e+00,6.257924725518765108e+00,9.690000179454221652e+00,3.279329031772570069e+00,1.966945918682743155e+00,3.554861970401569593e+00,2.379578845002345400e+00,1.017265630549452293e+00,9.176453903922459077e+00,5.933022430858702068e-01,3.549141713826922562e+00,3.791396915775240850e-01,5.854951452498378117e+00
5.115952816933319602e-02,8.129480339749886042e-01,2.895190114987848506e+00,1.116284526866151205e+00,1.582915723214354697e+00,1.343107329583512755e+00,2.944190351886578405e+00,2.150513109674432766e+00,1.349911188955388086e+00,1.363082314397385808e+00,1.320091620186508052e+00,3.987490095147622871e+00,4.722900662418281215e+00,2.602789064591738644e+00,6.224763833100917410e+00,5.698029604458570985e-01,1.215188865255409212e+01,5.634477868138380030e-01,5.537332251953946738e+00
4.269152002134745771e+00,3.841075955594683289e-01,2.876954555330886731e-01,1.538603482115053378e+00,4.958347881364266740e+00,6.039122786901597983e+00,1.135888782402972308e-01,2.254738341400453816e+00,5.193659128423446347e+00,4.107086382152664306e-01,1.666453143110686180e-02,1.928890599374325943e+00,5.779386327315540584e+00,1.449269738917443817e+00,2.436453747807358905e+00,1.912943065228505546e+00,4.553081548890889341e-01,1.007420066158609240e+00,7.915475226320098923e-01
2.522266719847136240e+00,6.344354352007462339e+00,2.420891781639211704e+00,9.925109366818645640e+00,4.040535509817978266e+00,1.745379971596456192e+00,2.954444093518024506e+00,4.804905842074314926e+00,2.169524209576224827e+00,2.830865338097233508e+00,1.217958321403772581e+00,9.594660485780664771e+00,5.203803820571655248e-01,4.855081817211072348e+00,4.993864721904471837e-01,1.638383954522850905e+00,1.079402502762075278e+00,8.654191161932741849e+00,6.934633492161123014e-01
3.781001144930960511e-01,3.650464966968010039e-01,2.429021091202186788e+00,9.036966780291962875e-01,1.211168852374161720e+00,1.385105418390703891e+00,1.230448652868789683e+00,2.650265252250021852e+00,1.128072485815292625e+00,1.069509595146418945e+01,2.032214730643399303e+00,2.010766300203952195e+00,1.195173693599206777e+00,2.245636031397592269e+00,2.265877784557202845e-01,5.637452800227236160e-01,8.848626307629827714e-01,2.703778513366278169e+00,6.213956487436856913e-01
2.036003469456654891e+00,2.062754537308835623e+00,7.013479527985421180e-01,2.053222158998532221e-01,1.393402588177093060e+00,1.075834987502908950e-02,2.207613462698907902e+00,1.183627702501265366e+00,1.639112444317865624e-01,1.166137522075005872e+00,7.363055646734652626e+00,2.694120209064826965e-01,2.455826335337441269e-01,8.426033050969595761e-01,6.742463642118039502e-01,5.526749535150776715e+00,2.476193605478730131e+00,2.534019928172103864e+00,7.597421464704124716e+00
