2.393763401758623472e-03,2.475771861512163566e-03,9.923770736169424192e-04,2.041892895113716234e-03,2.104649331428219000e-02,7.209722842913811889e-04,3.755342690507671496e-03,6.099203846647165660e-03,7.848247819938578007e-03,2.102295455596464580e-02
9.428877546111893992e-03,7.179562681074565461e-04,1.267688236689950253e-02,2.921903130174809300e-03,3.489125445835585676e-02,2.859580218795529458e-03,1.613737400491259411e-02,4.594723103430998351e-03,4.122641765340013392e-03,1.033678125215813093e-02
6.187159380177238432e-01,6.302708058385267931e-01,6.433908231775254949e-01,6.370823293399798803e-01,5.700204136503981278e-01,7.033888695158204696e-01,6.401411767457472202e-01,7.276662652098175865e-01,5.822983314756237094e-01,3.235353817731871917e-01
3.623407910635310925e-02,2.575900820883193776e-03,4.283997781536629142e-03,4.759825466442440742e-03,2.862971805898891636e-02,1.891719726759971687e-03,2.597068421667921706e-02,8.162944179597633743e-03,5.018610758094711050e-02,1.276068186397442961e-01
7.185569406696684300e-03,8.267216036417354350e-03,1.107264914448540145e-02,1.406099061161712564e-02,4.786405103327055072e-02,1.864662700629335097e-04,3.900537504790887403e-03,2.429204951806657881e-02,6.531217214446689845e-02,3.382639069329302500e-03
4.631602609313927726e-03,1.519637424262632042e-02,3.585955495603286320e-03,1.950725476814046955e-03,1.007967258026743222e-03,3.860047993618858503e-02,1.763067739258318209e-02,3.722093808447718703e-04,3.712952097853881514e-03,7.954995338166609420e-02
3.797275088958395901e-03,1.115796364360092940e-02,2.146570598054100415e-02,1.274104516917384106e-02,2.601237348073376018e-02,2.685133667573827085e-03,2.113043529973320997e-02,1.785610796354663091e-02,2.600092426713309854e-02,6.752023337558102356e-03
1.225085735126919990e-02,4.790875022213840029e-04,3.276667653172340468e-03,8.410614407382168214e-03,5.632113074525656703e-03,3.803323861135678770e-03,1.524705815473147499e-02,1.147166498951955301e-03,3.240028234709817385e-03,1.615487404828547593e-02
1.051670265998678327e-01,1.290004686439382986e-01,9.910096666068071714e-02,1.320449300000412773e-01,3.856558254648088241e-02,9.972595201801523479e-02,1.011358707293134179e-01,9.983180731864177426e-02,5.995024374675213263e-02,2.756619991505692563e-02
2.352252505179307923e-02,5.738977258557560052e-04,1.191609396102559330e-02,1.948979403429233802e-03,3.656742968651609943e-02,7.436203931275099958e-04,1.502973998616639363e-02,8.687155006796542719e-03,2.982162173050095441e-02,4.692740459074728337e-02
2.546756485102903006e-03,3.283191383416080543e-03,2.074538038213264921e-03,4.606369517994475353e-03,3.631225150654067424e-02,3.365932143878122931e-04,1.894783341203401398e-03,1.082329261245725330e-02,1.727571112198638889e-02,1.352959059587932611e-02
1.274397598534219829e-03,2.275956864596733169e-03,5.076131819681446201e-03,6.318760586943408027e-04,2.242183178356221742e-03,4.447239345052554638e-03,3.657883521458796944e-03,6.936116370043598611e-04,9.256709155097659443e-04,2.399429115360864756e-02
7.327998723406492759e-04,3.388917484212965701e-03,7.473962175785322723e-03,1.529218423784963008e-03,6.296209692087354100e-03,8.239711586810666072e-04,1.842572335163882111e-03,1.660856375542032635e-03,4.154178778277219271e-03,6.977253353619140798e-04
8.130571753407796068e-04,8.168173423636112933e-05,8.329484633917129356e-04,2.167570250249304092e-03,7.535040417534249373e-04,1.108007825069921284e-03,2.660907090793709039e-03,1.073859623326443554e-03,1.298406545667311028e-04,1.094809073507437740e-03
3.563802720313992076e-03,1.057819322827848428e-02,6.637049529292892401e-03,9.123107706066649683e-03,4.994932818384476177e-03,8.038538567710024410e-03,7.612716341785620913e-03,4.346723502405428277e-03,3.836657830197698609e-03,3.745336864377054459e-03
5.377080998627029387e-03,2.319442610809436351e-04,2.780200344367171096e-03,3.597458037559192077e-04,6.076629749028028028e-03,7.704679159393826022e-05,9.713931174214400586e-04,2.867681614110362352e-03,2.505761313881034891e-03,1.715991480522057085e-03
6.025638652026102642e-04,6.066586688131649432e-04,1.617063333947332425e-03,9.978958526432708202e-04,1.003495681875411771e-02,8.909820032764552400e-05,1.542968297004181804e-04,1.742197192062699528e-03,8.038623438998834195e-04,4.888621074922619436e-03
1.530679767847599590e-04,2.116840209305803633e-04,1.249317438883577923e-03,3.765397944990331400e-04,2.153961154243255131e-03,2.361645340827739185e-03,6.247624386161325155e-04,6.439976499841263032e-04,6.597017961673747087e-04,3.648400505248497114e-03
2.078623238545281385e-04,4.064026760959448979e-04,1.338962936594528244e-03,2.107036816446474837e-04,9.568200754331610642e-04,3.897819448166858942e-04,5.153748156349495296e-04,1.190014207141629513e-04,3.177665668007797253e-05,8.183898199055604245e-04
1.270454830064675052e-04,7.293662983404497935e-05,7.747166945286131697e-04,7.582729892459278429e-04,1.061006943495161311e-03,1.333357486402803797e-04,2.139966484747238859e-04,7.019191266013026422e-04,7.025782850723568144e-04,5.611800590392167568e-04
1.351320631053045036e-04,6.971606234990830380e-04,1.556951887845471182e-03,7.754334924452977156e-04,2.850665814738405704e-03,9.464214062707944830e-04,9.426745284893102645e-04,6.747653480528244306e-04,5.664765866728729564e-06,1.039846763260912459e-03
7.758061474326800834e-04,1.220149373349086797e-04,7.471796639213447097e-05,1.288405535340321614e-04,7.285209549794439098e-04,2.266962030192436751e-05,5.562364818654621287e-04,6.418179193550209698e-04,1.234742853595947659e-03,7.046494627199685785e-06
4.260772650243649823e-05,2.567256607861740075e-04,2.497138688199309156e-04,1.711122402786850348e-04,2.685263510217163457e-03,8.925604118699113513e-06,1.007150861621334385e-05,1.984639168662526664e-04,4.374471967193400241e-04,7.732680289169970760e-04
1.595968490404387391e-05,1.046700258055370276e-04,1.806146026050102596e-05,5.779433415612004039e-05,1.128869437791160321e-03,3.483798305775811653e-04,4.048404181494501849e-04,6.080990160455644741e-04,1.034237915609589664e-04,6.068290479381864338e-04
2.035776514980639043e-05,2.352212431678967375e-04,5.852820638648477885e-05,3.550453696398211251e-05,2.156044144852302272e-04,1.780749373251961818e-04,4.519998532836996320e-04,1.611734881321749766e-04,1.168411991137091241e-04,4.409252436723376219e-04
2.048538767698970058e-05,9.111810427390537809e-05,1.656859864677503102e-04,2.745125946802710404e-04,2.922938641237644614e-04,1.670171243357280642e-04,1.671944992090049364e-05,5.400247961689514644e-04,6.267746049863497538e-05,2.226520497043815293e-04
8.738197440131628907e-05,1.967979941376963920e-04,3.544829845915711141e-05,2.651018328464881265e-04,1.610403670116518967e-03,3.257345779683401749e-04,2.219898606209901903e-06,6.707360831722815721e-04,6.884318087837452537e-05,1.981646517189065114e-04
8.436539122009549443e-04,9.736816544901107930e-05,1.965475314134866884e-04,1.288083654625168038e-05,5.212059803317882489e-04,4.727455268044127024e-06,2.572202829452999010e-04,1.324941221731051378e-04,3.232821626967280915e-04,1.445809737586517133e-05
4.273572093813068294e-05,2.119623406223439168e-04,2.245556376080137239e-05,2.233879337513077141e-04,3.755860563947204553e-04,6.735231142014820203e-05,9.963006027502862387e-06,4.227286254633412575e-06,6.225776282562110446e-06,2.307576834793214249e-04
3.634906272963918000e-06,2.117119657494907195e-05,7.949187358754417803e-04,6.869422772749926901e-05,3.222133361839930378e-04,3.714569823479267879e-04,6.121728304761241959e-04,5.540783413087243961e-04,1.037173687604543790e-03,7.670464356057939636e-05
9.373394747391407587e-06,2.683702977122239398e-04,4.573667017174189381e-04,6.337294691308582688e-05,2.515541429104239233e-05,1.256635058729010837e-04,1.342358881696100608e-04,9.549893492241998518e-05,1.270247162418189422e-04,6.813422368847877556e-04
1.282370848046404783e-05,1.265316237155014728e-05,3.618830604439807576e-05,1.438491378705086137e-04,2.678791645121002463e-05,1.302495912205881446e-04,7.922498350976272499e-05,6.088565707441831020e-04,3.595811179457443561e-04,2.132112587591060768e-05
3.893482151755359990e-05,2.250515151131693068e-04,9.506682467003652406e-05,4.333552070267374557e-05,6.119309193200201790e-04,4.337110372253156934e-05,3.832523551473212459e-06,5.225105174171934107e-04,7.197685188962148390e-05,2.334879618364778643e-04
3.854636608578380767e-04,1.171344033299817925e-04,1.197802350040881651e-04,1.709134444498494433e-05,2.380286047037744046e-04,1.232299446855268757e-05,3.898148750427234122e-05,7.913370929217951799e-05,2.036357625125575957e-04,2.466797808627592468e-04
4.457470815878565233e-06,1.134752343364061353e-04,6.510522951030333456e-05,6.871810128230079881e-05,1.247454295257966839e-05,9.041409321460727253e-06,1.118090399128197699e-05,8.104476754125910845e-06,9.619694910637687006e-06,2.763395225011877274e-04
1.041461741693140056e-07,2.245059719076223140e-05,3.084698345868960834e-04,4.771025421538375847e-05,2.515011212167588017e-04,1.616760984828595645e-04,6.033938429983618862e-05,3.747644598778016164e-04,1.151446372878959243e-04,8.054770341611830779e-05
4.056670283435784412e-06,5.335755560387089863e-05,1.080328734103672220e-04,5.334055197356029436e-06,7.744890886737976112e-05,4.519300539849304630e-05,4.028389556029974868e-06,1.419188489041362411e-04,2.007452512477938202e-05,2.837958639253494882e-04
