2.808850611754602173e-06,2.404638821995381374e-06,4.712252247370913575e-07,1.275039224731195532e-06,1.157457724030478884e-06,1.302954931219815794e-06,2.666183925682493951e-07,6.811375481670247022e-06,3.466623730468560289e-06,9.171443676957105953e-07,3.849748136969700980e-06,2.150439941141724417e-06,4.877557024006849598e-07,4.148519619954633535e-07,3.375162460688889863e-06,1.505788696146745831e-06,2.103665618261300429e-07,1.236551955652152890e-07,1.329447056897408059e-06,2.002545005289535748e-07
8.327493011436854333e-06,2.809314558257595443e-06,1.549547899869220503e-05,4.979337852669732435e-06,3.357358446212527496e-05,2.841016088790857371e-05,6.930898828019816741e-06,2.315403768837767258e-05,1.496480858098585281e-05,1.139975842094625782e-06,3.684333973483941604e-06,9.596528140269615194e-07,1.160498386956703191e-06,3.985330401643693627e-06,2.184637113676274986e-06,2.409708450984814117e-07,6.580352518199270907e-06,1.308598753042904254e-05,1.189757411550888431e-06,1.374290135595683881e-07
8.505687713193563996e-05,7.923775960226676148e-05,6.013670207465472115e-05,5.959493587496553582e-05,3.095761526549238498e-05,4.943967586987902361e-05,8.629073883350564913e-05,7.871038245460983530e-05,8.953471300183472490e-05,1.318400950809136131e-04,1.009523027694292298e-04,1.129406765653821277e-04,1.517821342628785568e-04,1.479168135560780806e-04,1.489468166111073820e-04,1.287087856346251198e-04,1.368817874450788618e-04,1.028117630021190487e-04,8.325032870427552685e-05,6.120186552824500811e-05
8.649533844727883678e-06,5.346659893788772409e-06,1.053247838665639432e-05,1.229194811004666244e-05,1.505529355722073330e-05,1.193258311207947927e-05,5.737498643591012970e-06,1.435686985789202178e-06,6.208233829277537881e-06,1.686131435788175211e-06,2.364652737038930022e-06,6.453558378629397922e-06,2.751697424488450260e-06,7.562693218688705753e-07,2.066362157906768753e-06,4.158233043242806295e-07,2.706918308411444347e-06,1.723059445125630214e-05,2.177308895664416106e-06,2.445951701443081649e-07
6.357481813156887337e-07,1.838121442979552192e-06,1.768512725071296706e-07,5.051275129610095085e-06,1.699306684254461697e-06,1.585533136776954766e-06,3.779956885437312103e-06,2.249935079575192260e-06,3.376116337410459917e-06,2.642099756215375957e-06,1.384445721781817103e-06,9.956178802336969229e-07,4.689898189124277895e-08,3.542452929054727749e-07,1.943318548667396411e-07,3.632817290605062750e-06,1.831570765042569657e-06,5.783551542916413170e-06,4.392078095008413899e-07,8.307116861606195557e-07
5.544656405595587593e-06,3.483882646653923149e-06,1.338224034857991581e-05,5.423341345773566999e-06,4.481027836716006487e-05,3.811748022187790290e-05,1.414082655126030726e-05,1.086853164005753365e-05,2.210715439718092320e-05,1.854693974414800726e-07,6.468402515551551323e-07,1.968415505461016627e-06,3.340040738634212498e-06,2.916885333079641876e-06,3.527579477746979823e-07,1.422782716863460878e-07,5.131532753569600468e-06,5.522189813666447682e-06,1.694322421102704374e-06,7.618033840694901055e-07
3.741582387218826526e-05,2.163876581799147516e-05,1.443688758998790425e-05,1.971414924664258966e-05,5.253570362758845636e-06,7.602890768516165839e-07,1.355108043500751066e-05,5.950770952788309352e-06,8.918248156065710483e-06,3.118662732811187753e-05,1.884118376074246046e-05,2.330485547781363149e-05,2.352822098021667164e-05,3.842928001017735848e-05,2.212040186396121774e-05,2.891044470791970570e-05,2.309328582702244805e-05,3.793582287090042776e-06,1.407573008359390196e-05,1.136691562123590734e-05
2.267866507186908487e-06,8.578311682510939926e-06,1.002809338362550164e-05,4.580232571025145326e-06,5.374722645039915006e-07,5.662564497149507315e-07,2.265819588003773833e-06,4.164813539581749437e-06,2.056583721799106190e-06,4.315268323290138509e-07,3.379010696092072492e-06,4.155043949138516251e-06,3.113559470306190418e-06,5.561191076988553130e-06,4.605193322726589619e-06,2.449450856202496608e-07,6.852360419679289423e-06,1.445385644211832878e-05,2.271666309033977738e-06,1.279162601210336425e-06
2.107806295305359539e-07,2.522054258321252752e-06,6.085357422369108083e-07,9.686475981082747852e-06,1.461836267890297017e-05,8.915058784318547685e-07,5.019507271714946398e-06,4.873713043984527158e-06,4.028465646423408638e-06,2.823306803124320657e-06,3.921798968258119679e-06,2.275899788536379977e-06,3.697754616125717580e-07,5.573559669705389144e-07,3.211960813492731726e-06,4.746744119842545650e-06,2.340660547703896683e-06,2.402616422220586845e-05,9.029041930138019072e-07,3.317828416776510336e-07
7.763582792569813387e-06,6.719119895611192326e-06,2.823790720132993167e-05,1.855410248987578715e-05,9.687099711249708150e-06,3.865867880114764397e-05,3.123721040053230275e-05,1.598280829343491077e-05,4.321039345324260332e-05,3.381288537032684412e-06,3.523579712892197715e-06,7.122754134056637360e-06,4.923631563600942773e-06,4.914960768715601749e-06,1.861295593603559546e-06,9.851600132014163974e-07,1.077838735199628054e-05,5.027644490213764191e-06,6.556643577255634582e-06,2.691110298733543486e-06
