1.020722190435396588e-05,2.289457455961578266e-06,2.470396526370458235e-05,1.319667597483091764e-04,6.238555635138837315e-05,3.978787308411366338e-05,2.344924902736584874e-05,1.530266433084686230e-06,1.425258410229046269e-05,2.164326359535065483e-05
7.091568658868046247e-05,5.390536724431948807e-06,2.213726008903924236e-05,2.978669017234318551e-04,1.793808202598171076e-04,1.337527650661369920e-04,1.180975426600158588e-04,1.982132302191615490e-06,1.638652582466465512e-05,6.780168311299796804e-05
9.616908711939861631e-05,8.684095316644273538e-06,2.189678416768930643e-04,7.051006015200279148e-05,7.867370302803365330e-04,2.214754765608360168e-04,1.008032234890728735e-04,8.277624934817732152e-07,1.459678856204545691e-04,8.112651014011440249e-04
8.878621387346167897e-04,6.430332632253152097e-05,5.143273548757368394e-04,5.326341268063172416e-03,3.790543305281299756e-03,1.543557555473737408e-03,1.740145544393816067e-03,2.331521645932903926e-04,2.241174299002865293e-03,6.570228278899455619e-04
1.139380437174392069e-04,4.656807259626020244e-06,1.162790118183392650e-04,3.382879696461783305e-03,9.446703394794274183e-04,9.264631729689628116e-04,9.703944514986365664e-05,2.059707284487348260e-04,6.468437480683346267e-04,1.160844874919473311e-03
4.747627808398863399e-05,1.453653950684783553e-06,1.989561413420804184e-05,2.496789416960567762e-04,4.620815053737894573e-04,1.630462966607001190e-05,1.679799333017375010e-04,5.834526383860255439e-06,9.699404419456506758e-05,1.501553593700137969e-05
1.132855110309357218e-05,9.308000316508864840e-08,6.980480831672999464e-05,9.798291501172024008e-05,7.335319437067867822e-05,1.058542096163759806e-04,3.227783711269313838e-05,4.264510582685233616e-06,1.207866450687952128e-07,4.900722487830532197e-05
3.916639174137298031e-05,3.314658235170263614e-08,4.123308869155921342e-05,9.773262604470368624e-05,3.917710874169306958e-04,4.611117053898463301e-05,5.582956693669773263e-05,1.056636117755559289e-05,4.812907053449545981e-05,4.845102367008188382e-04
1.740923876828809553e-05,1.113874123745430162e-06,1.742110727774074216e-05,2.401785903391625806e-04,8.947169837912338243e-05,3.058304374708951663e-05,5.018769260516267431e-05,3.462323826696272629e-06,1.776787068184814300e-06,8.121885767096994425e-06
4.405882187056870281e-05,4.502698047388738474e-06,7.864054276149441897e-05,2.083334254875444751e-04,3.480227321588958577e-05,1.891402204606407997e-05,4.430224093105658296e-05,2.525127536674752920e-06,8.926132305225601879e-06,1.258466053764765015e-04
