,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,shannon,SampEn
0,0.16174870812123743,-0.29999761270311254,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.5382001514474539,-0.8912165164735728,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-1.2078226152453397,-1.4607403037572646,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-1.8285559547730355,-1.991729946980418,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-2.3961758653328906,-2.478206646986672,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-2.915191652546197,-2.9258574236203687,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-3.3957916897654643,-3.3487566342695017,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-3.8553911797765874,-3.7626875099158754,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-4.315785915071835,-4.176891124117863,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-4.789852249494432,-4.586928987920076,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-5.2652926406211344,-4.971507054211779,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-5.699703765741746,-5.295195488939566,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-6.033148364996911,-5.517038756672258,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,-6.211405157402987,-5.602752420166093,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,-6.2075860134668615,-5.536565050962954,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,-6.033101798091597,-5.328587481086316,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,-5.735429198420086,-5.015012306914649,89.54479827869424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
