HRV_MeanNN,{0: 500.96385542168673}
HRV_SDNN,{0: 106.5147929475609}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 139.92593859854193}
HRV_SDSD,{0: 140.78654819607578}
HRV_CVNN,{0: 0.21261971656199027}
HRV_CVSD,{0: 0.2793134416469211}
HRV_MedianNN,{0: 490.0}
HRV_MadNN,{0: 74.13}
HRV_MCVNN,{0: 0.15128571428571427}
HRV_IQRNN,{0: 105.0}
HRV_Prc20NN,{0: 420.0}
HRV_Prc80NN,{0: 560.0}
HRV_pNN50,{0: 60.24096385542169}
HRV_pNN20,{0: 78.3132530120482}
HRV_MinNN,{0: 340.0}
HRV_MaxNN,{0: 890.0}
HRV_HTI,{0: 11.857142857142858}
HRV_TINN,{0: 148.4375}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.014201768205475605}
HRV_HF,{0: 0.08755031467040138}
HRV_VHF,{0: 0.016327528552182644}
HRV_LFHF,{0: 0.16221264605319433}
HRV_LFn,{0: 0.1202728230023697}
HRV_HFn,{0: 0.7414515817893057}
HRV_LnHF,{0: -2.435541626077393}
shannon,(1.4893302990837454, {'Symbolization': 3, 'Base': 2})
SampEn,(0.21817732743045964, {'Dimension': 2, 'Delay': 1, 'Tolerance': 1.2086770370403812})
Entropy_SVD,(0.18521939382474462, {'Dimension': 2, 'Delay': 1})
