1.403096540790438849e-02,1.184244313084959746e-03,3.027114019797558144e-03,1.193439958634545661e-02,9.598167735011606597e-03,3.191066580417349641e-02,1.859855146204067791e-02,3.263757129517349392e-02,3.908674668539469793e-02,2.434265986421931243e-03,4.020558400728427469e-03,2.683252667272284508e-02,2.545556834289371996e-03,3.756286143419786810e-02,4.001000237003329911e-05,9.096604026336231261e-03,1.312482866450380772e-02,2.484924014170281775e-02,3.807095788004060365e-03
1.751955580837343332e-02,1.149789995783041981e-02,3.242958180114988154e-02,1.463204363461848567e-01,3.325654955285136088e-03,4.867481419238759571e-02,1.916275496544735460e-02,2.254567827357369450e-02,1.239664002084469446e-01,3.057199602584162804e-02,3.400962461996248978e-03,2.250006999792580897e-02,1.728660768079740354e-03,2.460828064938419546e-01,2.289651752748171967e-02,2.345323524581916300e-02,7.101232074896828006e-02,1.558367892530581333e-01,5.630565023853379564e-02
9.388562679831716218e-02,5.520912189374374036e-03,2.753949716086456778e-01,9.112369725610595939e-02,1.939072244050064342e-01,1.211474138802808714e-01,1.840670385380589191e-01,8.647144949188907692e-02,4.153217087981776051e-02,6.578670375717021734e-02,1.143282246276894690e-02,4.703558443752166029e-01,3.660425495435500332e-01,9.453004271255108226e-02,1.277913939857089898e-01,2.301256348546785666e-02,5.848605997230341691e-01,2.104267834064052767e-01,2.225232495566112079e-01
2.654464913494121170e-01,6.567675166287131328e-01,1.057127997637785505e-01,3.352898629108648776e-01,3.519699635593280806e-01,5.203309514209116804e-01,1.078392076306700954e-02,5.967071258552116841e-01,3.247042366358237064e-01,7.085689231308576197e-01,2.274628465437053201e-02,8.113450229739400943e-02,6.002811143748445488e-01,5.192558459437776053e-01,1.238556602859677558e-01,9.947441488562172932e-03,2.177545930157067655e-01,2.826428234961336772e-01,4.306605440890712844e-01
2.497913837998109315e-02,4.327578166033419112e-03,1.800996027350450224e-01,1.390687391126824990e-01,1.230091874491336112e-02,5.650696475754249382e-02,4.029382641755853700e-01,3.690632361698248376e-02,2.403088752964350483e-01,1.781181636989723205e-01,7.067797476634207765e-01,3.162281213608422181e-01,1.060236523787794205e-01,3.329063995866064773e-02,4.280333482128472616e-02,5.562530452713987383e-01,1.703398072153603227e-01,2.195786183352715915e-01,9.106952544255363102e-02
7.717202689268508331e-02,1.950913098506348864e-02,2.880709669915054033e-02,5.169073868702161317e-02,7.361229903046243028e-02,1.435205799938212359e-02,1.647763833990176230e-02,6.410486234770951253e-02,9.387166384053459434e-02,3.272777791485351889e-02,2.448621455531349231e-02,4.655821526298477980e-02,2.736041330132791063e-02,4.716277866029726720e-03,9.988157710065012629e-02,1.046898097126987628e-02,4.249840830325568586e-02,1.022345849153706923e-02,6.911354156780218083e-02
2.213016263662895115e-04,7.257804699075164588e-03,2.413230171469036428e-02,1.653195771151914212e-02,1.793182511668600307e-02,9.009374978546215093e-03,3.359911963417053227e-02,3.180425870856898318e-02,7.565606819156801312e-03,1.081253032119060091e-02,1.551551384447585023e-02,2.950939528197389985e-02,4.613557915155983707e-02,4.381725704665723892e-02,6.386510968523873011e-02,8.930947860056588292e-03,1.410534084826924051e-01,5.415779236261546691e-03,6.354825441690174770e-02
3.697794460740139177e-02,2.454321686834373423e-03,2.081224040531953669e-03,2.079420041876213140e-02,5.885563845318154269e-02,6.375804305849090692e-02,3.758209026017611445e-04,1.898621378066893753e-02,6.277471923645272511e-02,3.655716940252900973e-03,4.242005176267019020e-06,2.464532161432691007e-02,5.419568656443635168e-02,1.322575840561942759e-02,2.254992811142875545e-02,2.468100956510611149e-02,2.900015102589143488e-03,1.545932724624383449e-02,7.990926503552387913e-03
2.125334353039985344e-02,4.905416568653735848e-02,1.936163020462728854e-02,1.015814631071590562e-01,3.717465374650008592e-02,1.566821407470996713e-02,2.992634884680953067e-02,4.950860162786601543e-02,1.496190163813212320e-02,2.889260089752156493e-02,1.328116594525885659e-02,9.234621356401109815e-02,4.165247270191935192e-03,2.831744487616044692e-02,4.169910618834687249e-03,2.013743928727584551e-02,7.604294769706459317e-03,1.060229637092909710e-01,7.567605539646025600e-03
3.885774950968276173e-03,2.824162805833981427e-03,2.250919859206055793e-02,3.690162078561856542e-03,1.698706610468273329e-02,8.958218281020252638e-03,1.207142137003873981e-02,2.165958208116777403e-02,1.253669204866553200e-02,1.077898614379179665e-01,2.156099824845040397e-02,2.052536765980110187e-02,1.073195706978246136e-02,1.395422239051435226e-02,2.000328131248969594e-03,6.919652724103011153e-03,1.259250223180809203e-02,2.718528152101736331e-02,7.990306002165211557e-03
