3.480638483680366466e-05,2.546226555527493316e-06,4.245802632147904963e-06,1.812334918363821051e-05,2.067084532517070205e-05,4.801479527485433713e-05,3.513532072892794187e-05,4.234081220392164289e-05,5.697512001947837380e-05,2.481348998598222458e-06,7.998341829126463868e-06,4.296749209625157554e-05,3.760332683145077998e-06,6.376050794722780337e-05,2.152026332291273392e-08,1.518782944089407435e-05,2.360618282138036319e-05,4.821394505406508208e-05,8.351458413544589902e-06
2.437926176815962664e-05,2.260743701705927164e-05,4.789823541267816936e-05,2.459284192948934232e-04,7.927750652224882023e-06,7.767186733289269021e-05,3.891916221381399362e-05,2.934718568185311130e-05,1.522166565750974262e-04,4.172937713261707309e-05,6.446527304212789893e-06,4.382396921871598337e-05,3.847433924374923493e-06,3.426956701231837887e-04,4.554074302411126058e-05,4.105913095506155409e-05,1.161606128150725035e-04,2.287804357032583184e-04,6.349365768414418890e-05
1.491116380628718010e-04,1.580210926330099158e-05,4.904994820129933561e-04,1.526673295339011911e-04,3.070617568998157930e-04,1.843887896127934011e-04,2.975547250818240137e-04,1.277780323907528085e-04,4.139107455144274127e-05,1.067606900125114984e-04,1.956369813913299318e-05,7.455650602110769094e-04,5.454818082973846493e-04,1.311730678566339124e-04,2.207975318343528772e-04,4.569568411005760629e-05,7.573394858262104184e-04,2.571962847562445803e-04,3.293155200783908897e-04
3.951601150230206537e-04,1.081280292559873030e-03,1.792885457823881104e-04,5.314527785708484916e-04,5.500390926231385393e-04,8.419911840528401846e-04,1.239324310365548530e-05,8.439596030201213872e-04,5.064820627289170520e-04,1.092257341593924711e-03,4.801352706187061786e-05,9.886364524970439431e-05,8.979431609755264250e-04,8.001452133423728923e-04,2.196296511380675036e-04,2.675868805964796084e-05,2.770881059010979908e-04,4.469992202368250952e-04,7.431160572815690736e-04
3.882704750792068577e-05,5.359493994722802985e-06,2.574064100258610915e-04,2.052178978737563260e-04,2.210064544751517984e-05,1.347988640547459851e-04,6.922229202094077379e-04,4.869865904373484841e-05,3.531254160557244638e-04,3.775337012551228640e-04,1.338542559317029181e-03,4.698559729499762077e-04,1.904854548111798503e-04,5.034644757593398590e-05,7.512284559294275647e-05,1.062527851355665829e-03,2.907173312459746754e-04,4.188024963280107742e-04,1.708647661402894300e-04
1.363178144383440796e-04,2.685768158540159013e-05,3.587459139151931523e-05,8.715324857929841848e-05,1.049911876432701557e-04,2.741820863975469790e-05,2.640530279159723098e-05,9.622499041227921320e-05,1.276906962961468989e-04,9.029243122350892278e-05,3.745811314032515852e-05,6.886944457293481551e-05,6.167205663731796560e-05,1.399490800791105463e-05,1.795503660064826361e-04,1.864107948954616404e-05,8.244575930182267121e-05,1.938896823475861283e-05,1.400291546286739437e-04
7.265571555360110438e-08,1.024617709391526829e-05,4.270145949531700918e-05,2.426260562297995684e-05,2.550776050843853719e-05,2.722661439078436207e-05,6.552658485957846063e-05,7.171167951498752340e-05,1.522058341735271627e-05,3.247810717096459045e-05,3.147910851025876309e-05,7.378547891039956340e-05,1.310803520722523185e-04,1.498688753146383123e-04,1.281023709214832535e-04,1.405782903906064872e-05,3.329574077444201951e-04,1.523325409685864730e-05,1.055017517429620742e-04
4.591247734905553013e-05,4.354728098755475529e-06,2.803640138481211542e-06,6.100279955402825412e-05,1.210004150762257507e-04,1.293117735390387135e-04,1.029553751723806494e-06,6.006309569979433212e-05,1.567253724226529122e-04,7.967957302091379715e-06,2.535328859986088092e-07,6.782615691813009850e-05,1.501443320033002361e-04,4.020880979859889007e-05,4.793332788903242322e-05,4.597968224422454246e-05,1.001297694298927614e-05,2.636397266809937547e-05,1.240623297019707139e-05
4.193828161527143715e-05,8.733534697443396972e-05,4.148506108173116480e-05,2.014382443589770005e-04,8.236131911399124678e-05,5.075245329857939558e-05,4.923476605650810084e-05,1.189433885734691532e-04,4.073960676058467839e-05,5.514947379416423108e-05,2.251561504102952659e-05,2.415168568060004127e-04,1.481729305409354208e-05,5.466870322761846333e-05,6.283772576808615265e-06,3.906069123773767138e-05,1.521196996118830727e-05,1.998210698717565569e-04,1.069656036747184152e-05
7.762566179471330890e-06,7.964734949438715412e-06,3.745054763493011564e-05,1.612137056885525795e-05,3.191372149379135815e-05,1.658239022369863833e-05,3.474503291628943177e-05,3.721824013657502146e-05,3.583876498352046316e-05,2.219909746457573920e-04,4.655294796994996536e-05,4.487335342222855777e-05,2.961231880433368125e-05,2.872072873730468505e-05,4.016125590634673576e-06,1.407183546664094920e-05,1.936941384517771147e-05,4.938051810864445924e-05,1.042726753078851128e-05
