8.574158066743307188e-03,2.554022034597772800e-02,1.904566850905817493e-03,7.078995488093000298e-03,1.011563296629723781e-02,3.601711097246066730e-03,8.558217268833337443e-03,3.551712516695289257e-02,3.528264368486492414e-02,3.273070201640732035e-01,2.484310232225306336e-02,1.001441975297979797e-03,4.622718153353383430e-02,8.258171303714034739e-03,5.108380130021383109e-02,3.905596569022172504e-02,7.223315634255683682e-02,2.948423814200410442e-01,3.327833081109476954e-01,1.795628933928906656e-01
3.462723035305173447e+00,4.340598864655863309e+00,3.933477174353494643e+00,3.658727544910654217e+00,4.077333882668598086e+00,3.915187048171674622e+00,3.713837640625291758e+00,4.490143286529249878e+00,4.464878317107588757e+00,2.910606243797408954e+00,4.738638572924736003e+00,3.939651890895403241e+00,5.275482203021052641e+00,4.958473731633285198e+00,5.646670580389463900e+00,4.960254195828210477e+00,5.407981252352818125e+00,7.201404186644777106e+00,2.822534732801162516e+00,5.258733921079768336e+00
8.211407405071172172e-02,7.811759885898504618e-02,1.184622673444012952e-01,1.938591497299036459e-01,1.342731579275140419e-01,9.250833052664868272e-02,1.287028466011345129e-01,1.880154113572731767e-01,3.338597971212068360e-01,7.184730712512971129e-01,2.306778162424658329e-01,3.169346068765667712e-01,2.060851658957689736e-01,1.252997433163848817e-01,3.057473154576397789e-01,3.714601106849060863e-01,7.301368826798148026e-01,4.222230938072267237e-01,6.768009762486264513e-01,6.536390003611527444e-01
7.658955618651405728e-02,5.161545434043799535e-02,1.144314328082713245e-01,3.815349089097193613e-01,2.883939729155339249e-01,1.375682529148082311e-01,2.028897196872469499e-01,2.685784482533841167e-01,4.299311218222452990e-01,1.340140161426543575e+00,3.509718284496932128e-01,4.173779295854576632e-01,5.598653419143341248e-01,1.884003018815813835e-01,3.956487567666109872e-01,5.459258816842236239e-01,6.923849395104029192e-01,9.224540859181513675e-01,1.075371190327210069e+00,1.023896095843982224e+00
2.241502980736804318e+00,2.892303233358459735e+00,3.136551782168398361e+00,2.409065884459553164e+00,2.124474628568324253e+00,2.653152513657976552e+00,2.624407370920576188e+00,2.812280904066481568e+00,2.608048853662435107e+00,4.935699672881633804e-01,2.644791085374234463e+00,2.886455164531362083e+00,3.123579785400627973e+00,3.597760418762886658e+00,3.204511344500726278e+00,3.082597135706792724e+00,2.957333570327089767e+00,3.005268497216395662e+00,2.625074781877211105e+00,1.983035406898573383e+00
1.443858594065400847e-01,1.422920551199182981e-01,1.110115977830493789e-01,1.840122885390213792e-01,9.307074575544202477e-02,7.673798626576366910e-02,1.425233914573918181e-01,1.493703802831412575e-01,3.350468167685948795e-01,1.203461799697996826e+00,1.385975788788048890e-01,1.062765046636554161e-01,1.478225768340180879e-01,1.127032487016870754e-01,3.183084010756989102e-01,5.290794672838030621e-01,7.355627094581227432e-01,7.470479998660142229e-01,2.910870011730919138e-02,4.750130394609585749e-01
7.180739766858243445e-02,5.510946251291651971e-02,4.750079805130046767e-02,1.873020323518219954e-01,2.752748370056695149e-01,6.586470616239882558e-02,6.776229283267391768e-02,4.663267122747485199e-02,1.489076721546698234e-01,1.448108558839178717e-01,2.053857298349699434e-01,2.195052145710463531e-01,2.388007461882513671e-01,4.427479994669050734e-02,1.003634278766881160e-01,2.033374929832493794e-01,2.166846989728248296e-01,7.597086023339115479e-02,8.749815533729381478e-01,6.447280160973295482e-01
5.477345247772892334e-01,5.303292749382984006e-01,6.311020870574071129e-01,4.203007366451905757e-01,3.819922778812375741e-01,5.749863725255499602e-01,5.233775271550576980e-01,4.590033248043964287e-01,3.503704878977350057e-01,4.759699084616460241e-02,4.310999344933605926e-01,4.441584492615747726e-01,5.150688185431132604e-01,7.180761687644789948e-01,3.929479124839412307e-01,3.760686943858566611e-01,3.264746018698974073e-01,1.510820843552202752e-01,2.908055516388684536e-01,1.994186752025986220e-01
6.538882001555011703e-02,8.764970067421264110e-02,3.890084805117002831e-02,5.969155799065958140e-02,6.896995782954930265e-02,5.836287049893968543e-02,7.017424797002140557e-02,4.797409797574954393e-02,1.886125238209497290e-01,4.302817330068967050e-01,6.621113976915272981e-02,3.206394698312675651e-02,5.179043947908559126e-02,5.153426600987544987e-02,1.485396256498499323e-01,2.555618787996112307e-01,3.612895680359410888e-01,4.804406035289969235e-01,4.143589527392553540e-02,1.292674636971281876e-01
1.745301909469592835e-02,3.428403024070391519e-02,2.003503688013459280e-02,1.216820574368870506e-01,1.525468724438469315e-01,2.116829673018161967e-02,2.489039586478600588e-02,8.635971935917382755e-03,4.185573941146816801e-02,5.504988245654213880e-02,7.237406342638234846e-02,1.396466947345949283e-01,6.934677159072179242e-02,2.145912689236252613e-02,1.558060504249715768e-02,5.264259873690629865e-02,6.950243910827835769e-02,1.678964782291812036e-02,8.884795597078999629e-02,2.263813870299596909e-01
6.790729695400919697e-02,8.754586234484136587e-02,1.064269192302184364e-01,5.411676185301945996e-02,8.165094555694413225e-02,8.665144088660785282e-02,7.894675009031075497e-02,9.884444111807352829e-02,3.907743570293121388e-02,2.664878556428838200e-03,6.600380240334723092e-02,1.026599723232770184e-01,5.137842112380616721e-02,1.006261874115062099e-01,7.263162948971264854e-02,4.943824649426414169e-02,3.127265236173742968e-02,2.223121775357829455e-02,1.425630681842298686e-01,2.916751644043641054e-02
1.452508198180268127e-02,9.382375893839578831e-03,5.684315688946989416e-03,9.882699620819898959e-03,2.664415776165061575e-02,8.212295139059189175e-03,9.156091400279479584e-03,5.019211697638714144e-03,2.197697916152178271e-02,1.394768490738119981e-01,5.114926908672876200e-03,5.324138553875122594e-04,4.469229225555326930e-03,1.367449815242911294e-02,9.349340802706069403e-03,2.750567558470652998e-02,4.665428284002909320e-02,1.398748123221630058e-01,1.057106509192681787e-02,1.822979516134533989e-02
1.159682402725655329e-03,3.134371981593476585e-03,1.096618169342662230e-03,6.639406433184101694e-04,4.813034579469585919e-03,2.454878345436257905e-03,4.300763871073363595e-04,7.890552567708847276e-03,1.675820194829642177e-03,2.731902560979827463e-02,1.161639415310707600e-02,1.825482328611349042e-02,1.033767069006089230e-02,3.504990124767468421e-04,6.204762120638949302e-03,8.722529815368668766e-04,7.099259381595224294e-04,3.458507089369188686e-02,2.236622528042277874e-02,6.631123974185093757e-03
3.186974412203892517e-03,4.571754356422948369e-03,7.075798655745300404e-03,5.106032554274666027e-03,9.253086408920446759e-03,7.954747480518763094e-04,2.064115861422851066e-03,4.751225704421891023e-03,1.955410560247921713e-03,2.431191616420725829e-02,5.383114955086113103e-03,7.969009790940659310e-03,4.871794380649884480e-03,8.948482616800566142e-03,1.872582081048465921e-02,8.624386387494331055e-04,1.056415012108787282e-03,3.311439630619603808e-02,1.014708546151330340e-02,3.746663634243069425e-03
3.527205367058722230e-03,7.712944491133195968e-03,6.836943434252548690e-03,2.182514546047244729e-03,2.046091711246195502e-03,1.022415007113473481e-03,4.937340023616351194e-03,1.372557774053023705e-02,1.326791928051738664e-02,1.396936002211941232e-02,5.316841402904967304e-03,5.220984933966780345e-03,2.129361936903857201e-03,3.557594099435492253e-03,5.843553245565983809e-03,1.344560552610701669e-02,2.185466748681615806e-02,5.129233095772718631e-02,6.355147434855963097e-03,3.606244418141964832e-03
1.653373619103414233e-03,2.661262482799847586e-03,3.100986309809746020e-03,7.970908670177516420e-03,2.696141319240386372e-02,5.196603911967571932e-03,2.409732711321705464e-03,3.085264708815496637e-03,3.799941475892442463e-03,2.660095108560049312e-02,1.111312577552364851e-02,1.765937383843976111e-02,2.478441349459719820e-02,3.030168091910195784e-03,6.139844950491226729e-03,3.944059522682343347e-03,4.190057449144226655e-03,1.839323981934289781e-02,4.029964989708075679e-02,1.417343144413689415e-02
