,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks
307,-0.7001068624838178,0.14730249027513043,72.28318612262747,0.0
308,-0.6979189920539791,0.1500467648108094,72.28765172286853,0.0
309,-0.6977444267019748,0.15046713575548143,72.28915662650603,1.0
310,-0.699694675088669,0.1484232660202014,72.2857070069086,0.0
311,-0.7038587314895829,0.14396024143182684,72.27545760652599,0.0
312,-0.7102455442694234,0.13729290309901948,72.25856036563079,0.0
313,-0.7187051754453131,0.12877916234628894,72.23517067095784,0.0
314,-0.7288735373688108,0.11888241964588861,72.20544707758656,0.0
315,-0.7401767297730789,0.10812391028550355,72.16955103335279,0.0
316,-0.7519061862577334,0.09702832023454792,72.1276466065136,0.0
317,-0.7633465310216874,0.08606921880729357,72.07990021734594,0.0
318,-0.7739166188459313,0.07562312229968096,72.026480374319,0.0
319,-0.7832785417360977,0.0659409491212339,71.96755741543541,0.0
320,-0.7913801702797136,0.05714270558725084,71.9033032552932,0.0
321,-0.7984187339056393,0.04923601268376508,71.8338911383754,0.0
322,-0.8047379607388109,0.04215305309903867,71.7594953990296,0.0
323,-0.8106916754623765,0.03579561753539894,71.68029122855484,0.0
324,-0.816516749405904,0.03007584130125176,71.59645444976992,0.0
325,-0.8222549784592567,0.02494177651250419,71.5081612993925,0.0
326,-0.8277476457617216,0.02038180416171805,71.41558821851658,0.0
327,-0.832703126745891,0.01640862195884513,71.31891165143406,0.0
328,-0.8368144319741263,0.013030063502027081,71.21830785300543,0.0
329,-0.8398872616243366,0.010218241385898046,71.11395270474594,0.0
330,-0.8419346554283258,0.007889081413137121,71.00602153975618,0.0
331,-0.8432033801270344,0.005901002814890512,70.89468897658939,0.0
332,-0.8441184734935853,0.0040753268030176495,70.78012876211503,0.0
333,-0.8451605681018388,0.0022339230777599084,70.66251362340434,0.0
334,-0.8467161966443103,0.00024388747764114704,70.54201512863453,0.0
335,-0.848953301535583,-0.0019435143942784366,70.41880355697879,0.0
336,-0.8517660779931658,-0.004271058670812906,70.29304777742313,0.0
337,-0.8548074973525337,-0.006577650556712104,70.16491513642683,0.0
338,-0.8575952847943493,-0.008624559277005478,70.03457135431988,0.0
339,-0.8596515614175134,-0.01013994023539884,69.90218043031099,0.0
340,-0.860627715131936,-0.010871747721308667,69.76790455596046,0.0
341,-0.8603763597804895,-0.01063810084846488,69.63190403695575,0.0
342,-0.8589557235212346,-0.009365919287865742,69.49433722301237,0.0
343,-0.856578111027672,-0.007112106556154511,69.35536044571003,0.0
344,-0.8535326830329388,-0.0040652900714742805,69.21512796406208,0.0
345,-0.8501170911994526,-0.000528962619092594,69.07379191760702,0.0
