HRV_MeanNN,{0: 587.972972972973}
HRV_SDNN,{0: 46.75730782322665}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 50.828748202524295}
HRV_SDSD,{0: 51.17381667354503}
HRV_CVNN,{0: 0.07952288620819976}
HRV_CVSD,{0: 0.08644742282203625}
HRV_MedianNN,{0: 590.0}
HRV_MadNN,{0: 44.477999999999994}
HRV_MCVNN,{0: 0.0753864406779661}
HRV_IQRNN,{0: 60.0}
HRV_Prc20NN,{0: 550.0}
HRV_Prc80NN,{0: 624.0}
HRV_pNN50,{0: 10.81081081081081}
HRV_pNN20,{0: 33.78378378378378}
HRV_MinNN,{0: 400.0}
HRV_MaxNN,{0: 680.0}
HRV_HTI,{0: 7.4}
HRV_TINN,{0: 195.3125}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.040349729505844464}
HRV_HF,{0: 0.046162493431617366}
HRV_VHF,{0: 0.007148508232460126}
HRV_LFHF,{0: 0.8740803736179542}
HRV_LFn,{0: 0.43080732983645875}
HRV_HFn,{0: 0.49286924044899943}
HRV_LnHF,{0: -3.0755876410917438}
shannon,(1.3449931657915828, {'Symbolization': 3, 'Base': 2})
SampEn,(0.22444807086972363, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.07944679841458135})
Entropy_SVD,(0.17046679902442283, {'Dimension': 2, 'Delay': 1})
