,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN
0,803.4805193094595,64.01508383756259,,,,,,,67.70575114600906,68.16492736425003,0.07967222888313395,0.08426557896412705,806.2505050115147,60.780355867630604,0.0753864406779659,81.9915767808319,751.5894538242934,847.2462934019306,18.91891891891892,51.35135135135135,546.6105118722135,929.2378701827627,6.7272727272727275,250.0
