HRV_MeanNN,{0: 677.8461538461538}
HRV_SDNN,{0: 78.57107267651665}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 119.86972094736852}
HRV_SDSD,{0: 120.81691185623059}
HRV_CVNN,{0: 0.11591283985414395}
HRV_CVSD,{0: 0.1768391253195405}
HRV_MedianNN,{0: 670.0}
HRV_MadNN,{0: 59.303999999999995}
HRV_MCVNN,{0: 0.08851343283582089}
HRV_IQRNN,{0: 80.0}
HRV_Prc20NN,{0: 610.0}
HRV_Prc80NN,{0: 742.0}
HRV_pNN50,{0: 61.53846153846154}
HRV_pNN20,{0: 75.38461538461539}
HRV_MinNN,{0: 540.0}
HRV_MaxNN,{0: 880.0}
HRV_HTI,{0: 8.125}
HRV_TINN,{0: 125.0}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.002626167294405088}
HRV_HF,{0: 0.09223387984212425}
HRV_VHF,{0: 0.025267300946869114}
HRV_LFHF,{0: 0.02847291362892107}
HRV_LFn,{0: 0.021861527256739826}
HRV_HFn,{0: 0.7678008489631424}
HRV_LnHF,{0: -2.383427755589873}
shannon,(1.1187678691517813, {'Symbolization': 3, 'Base': 2})
SampEn,(0.2203883372682287, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.025081289783176426})
Entropy_SVD,(0.12482757036362167, {'Dimension': 2, 'Delay': 1})
