HRV_MeanNN,{0: 676.6153846153846}
HRV_SDNN,{0: 29.80545897340594}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 36.33610463437158}
HRV_SDSD,{0: 36.54708584999609}
HRV_CVNN,{0: 0.04405081476287826}
HRV_CVSD,{0: 0.05370274673110852}
HRV_MedianNN,{0: 680.0}
HRV_MadNN,{0: 14.825999999999999}
HRV_MCVNN,{0: 0.021802941176470587}
HRV_IQRNN,{0: 20.0}
HRV_Prc20NN,{0: 670.0}
HRV_Prc80NN,{0: 690.0}
HRV_pNN50,{0: 9.230769230769232}
HRV_pNN20,{0: 24.615384615384617}
HRV_MinNN,{0: 520.0}
HRV_MaxNN,{0: 770.0}
HRV_HTI,{0: 3.611111111111111}
HRV_TINN,{0: 148.4375}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.002080681434991169}
HRV_HF,{0: 0.05963264281138465}
HRV_VHF,{0: 0.015010435995233214}
HRV_LFHF,{0: 0.034891652237722726}
HRV_LFn,{0: 0.027119127483310815}
HRV_HFn,{0: 0.7772382717374235}
HRV_LnHF,{0: -2.8195521566651425}
shannon,(1.1690645687930714, {'Symbolization': 3, 'Base': 2})
SampEn,(0.22812847320723925, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.0246663520890745})
Entropy_SVD,(0.11219730262932368, {'Dimension': 2, 'Delay': 1})
