HRV_MeanNN,{0: 675.3846153846154}
HRV_SDNN,{0: 92.95625522048199}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 150.28098682135408}
HRV_SDSD,{0: 151.45294989450034}
HRV_CVNN,{0: 0.13763454645401663}
HRV_CVSD,{0: 0.22251171169448783}
HRV_MedianNN,{0: 670.0}
HRV_MadNN,{0: 44.477999999999994}
HRV_MCVNN,{0: 0.06638507462686566}
HRV_IQRNN,{0: 60.0}
HRV_Prc20NN,{0: 620.0}
HRV_Prc80NN,{0: 730.0}
HRV_pNN50,{0: 49.23076923076923}
HRV_pNN20,{0: 66.15384615384615}
HRV_MinNN,{0: 480.0}
HRV_MaxNN,{0: 1070.0}
HRV_HTI,{0: 9.285714285714286}
HRV_TINN,{0: 203.125}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.01201597298009258}
HRV_HF,{0: 0.04470636393680248}
HRV_VHF,{0: 0.04681236354443058}
HRV_LFHF,{0: 0.2687754476539072}
HRV_LFn,{0: 0.11605744669711994}
HRV_HFn,{0: 0.43180077536904743}
HRV_LnHF,{0: -3.107639417545415}
shannon,(1.1697807378610388, {'Symbolization': 3, 'Base': 2})
SampEn,(0.3185082963684126, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.006965018095723293})
Entropy_SVD,(0.12931737737705948, {'Dimension': 2, 'Delay': 1})
