,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks
3983,-0.29728742473806125,-0.29296937979685594,68.29253218833786,0.0
3984,-0.29568607238987177,-0.29234266453063573,68.44622980417176,0.0
3985,-0.2836154500055743,-0.28259885899502846,68.60333353329348,0.0
3986,-0.26449137496544295,-0.2662950700897928,68.76357789808178,0.0
3987,-0.24250431028299202,-0.24653401213008688,68.92669277333003,0.0
3988,-0.2212677413573888,-0.22621241651671564,69.09240310732775,0.0
3989,-0.20288096126042907,-0.20737680699826672,69.2604286612739,0.0
3990,-0.18774902562797813,-0.19087713246218244,69.43048376796965,0.0
3991,-0.17496197990250256,-0.1764013838658465,69.60227711083466,0.0
3992,-0.16284840098647457,-0.16284650460812278,69.7755115243825,0.0
3993,-0.14956492405135208,-0.1488781314619973,69.94988381737701,0.0
3994,-0.1337514828749123,-0.13348410110547834,70.12508461997254,0.0
3995,-0.11510679812735064,-0.11634405131641161,70.3007982562139,0.0
3996,-0.09455930510167164,-0.09791090667347434,70.47670264333976,0.0
3997,-0.07386760370200786,-0.07920444075687566,70.65246921938933,0.0
3998,-0.05486813889895484,-0.061416393729772076,70.82776290066201,0.0
3999,-0.03879216934780415,-0.045485334005491124,71.00224207061662,0.0
4000,-0.02591756204161423,-0.03179737016849144,71.17555860182316,0.0
4001,-0.015565304761766832,-0.020109871128666926,71.34735791259286,0.0
4002,-0.006381411220690636,-0.00970508426464338,71.51727905991125,0.0
4003,0.0031276303337783723,0.00030529899846719333,71.68495487028225,0.0
4004,0.013966675978126758,0.010652859671669387,71.85001211005802,0.0
4005,0.02627458028369907,0.02168649030808062,72.01207169677745,0.0
4006,0.039416232109500376,0.033319075649571664,72.17074895296626,0.0
4007,0.052400624332495996,0.04514195799510844,72.32565390376038,0.0
4008,0.06432958100092219,0.05663659221336524,72.47639161960143,0.0
4009,0.07472699288374009,0.0673842546175905,72.62256260511961,0.0
4010,0.08370541320605321,0.07719139976328643,72.7637632351595,0.0
4011,0.09186332208080729,0.08609788565317789,72.89958623872403,0.0
4012,0.0998737355952195,0.09429199728326028,73.02962123140486,0.0
4013,0.10803902494990775,0.10199285278448716,73.1534552966364,0.0
4014,0.1161965225931248,0.10936205948048876,73.27067361585613,0.0
4015,0.12399582044199536,0.1164768487792156,73.38086014737414,0.0
4016,0.13120525693399093,0.1233570239606176,73.48359835345208,0.0
4017,0.1378052972239071,0.13001092045981757,73.57847197476629,0.0
4018,0.14393234339604097,0.13646279639759068,73.66506585108411,0.0
4019,0.1498020742484418,0.14274200150928168,73.74296678661659,0.0
4020,0.1556210849336588,0.14884007498843096,73.8117644581291,0.0
4021,0.1614591644597067,0.15466199509376188,73.87105236349429,0.0
4022,0.16712172793013805,0.16000322548112897,73.92042880796491,0.0
4023,0.17213005761917038,0.16457312531783358,73.95949792502864,0.0
4024,0.1758973349532056,0.16806348131042048,73.98787072828877,0.0
4025,0.17803416681356232,0.17023967976041485,74.00516619039594,0.0
4026,0.1785727372022493,0.17102247061245457,74.01101234464541,1.0
4027,0.17793162107146626,0.17053420890979482,74.00127607342931,0.0
4028,0.17663461088303892,0.16909844515742206,73.97242244387532,0.0
4029,0.1750231050313445,0.1671939992374719,73.9250052328996,0.0
4030,0.1732365523563542,0.16536725901518648,73.85960400648666,0.0
4031,0.1714500019168544,0.16410404451248206,73.77682134826486,0.0
4032,0.17003439366646178,0.1636672016747881,73.67728009759041,0.0
4033,0.16934711762087387,0.16392527326755016,73.56162061618257,0.0
4034,0.16925119694899166,0.16422325400250998,73.43049810096181,0.0
4035,0.16875319482530338,0.1633588560297419,73.28457995923984,0.0
4036,0.16603559093621295,0.1597101234169133,73.12454326082558,0.0
4037,0.15886356306213573,0.15151279602071477,72.95107227997437,0.0
4038,0.1451879247563594,0.13722753816240882,72.76485613844523,0.0
4039,0.12372909197428847,0.11589525083272148,72.56658655927097,0.0
4040,0.09433574788404299,0.08737382318920449,72.3569557392092,0.0
4041,0.05800885372919665,0.052385819134374026,72.13665434625078,0.0
4042,0.016631201302672288,0.012369866476453717,71.90636964703435,0.0
4043,-0.027473007742324362,-0.030805974878297462,71.66678376756413,0.0
4044,-0.07202696533919076,-0.07516810895657669,71.41857208926807,0.0
4045,-0.11520466220993136,-0.11889422599278401,71.16240178117314,0.0
4046,-0.15577187620484842,-0.16043475242584695,70.89893046781908,0.0
4047,-0.19289261998243667,-0.19849153019618218,70.62880503148962,0.0
4048,-0.22580491312308643,-0.2319074452276208,70.35266054640934,0.0
4049,-0.25365264173295726,-0.25955765309440765,70.07111934173831,0.0
