,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN
0,886.805637852901,115.37883290472593,,,,,,,157.2580729804749,158.480684104211,0.13010611117006046,0.17733093506399214,890.4301840566593,59.11127421861502,0.06638507462686563,76.41751579590732,850.5601758153163,943.5901950451165,57.57575757575758,78.78787878787878,318.9600659307436,1156.2302389989457,7.333333333333333,570.3125
