,time,sample_rate,Green,Blue
0,0.0,73.17824873692001,-0.34308578127836525,-10.885872701944924
1,0.0132872431115092,73.17824873692001,-0.34316726358145455,-10.885917919597581
2,0.0265744862230185,73.17824873692001,-0.3437646624985242,-10.911681388885276
3,0.0398617293345277,73.17824873692001,-0.343736532517525,-10.902758904930769
4,0.053148972446037,73.17824873692001,-0.3437838076359801,-10.926791306312401
5,0.0664362155575463,73.17824873692001,-0.3408542913609856,-10.908897475064084
6,0.0797234586690555,73.17824873692001,-0.3427224667092099,-10.927785336675305
7,0.0930107017805648,73.17824873692001,-0.34385235620689414,-10.925349360091131
8,0.106297944892074,73.17824873692001,-0.34552112188985196,-10.919916057712204
9,0.1195851880035833,73.17824873692001,-0.34206142530346956,-10.898464985394737
10,0.1328724311150926,73.17824873692001,-0.34425997750270587,-10.942233742450528
11,0.1461596742266018,73.17824873692001,-0.3413029990520924,-10.95219247164694
12,0.1594469173381111,73.17824873692001,-0.345387790025733,-10.949358859206919
13,0.1727341604496203,73.17824873692001,-0.3441608500073044,-10.950424134808989
14,0.1860214035611296,73.17824873692001,-0.34429429809005574,-10.94209707158724
15,0.1993086466726389,73.17824873692001,-0.34338902287680884,-10.947038986131348
16,1.275575338704889,73.17824873692001,-0.3401560124799582,-10.82762273848656
17,1.288862581816398,73.17824873692001,-0.34120989452147055,-10.8888547321537
18,1.302149824927907,73.17824873692001,-0.3439008661328856,-10.837235914089165
19,1.3154370680394167,73.17824873692001,-0.34204630395531554,-10.835617774704934
20,1.328724311150926,73.17824873692001,-0.34098798413944503,-10.827609347868554
21,1.3420115542624351,73.17824873692001,-0.34342123234553135,-10.842059210903157
22,1.3552987973739443,73.17824873692001,-0.3469068137434045,-10.872271484587442
23,1.3685860404854535,73.17824873692001,-0.34506889301246696,-10.88325383315569
24,1.381873283596963,73.17824873692001,-0.34459479434169377,-10.883018464297754
25,1.3951605267084723,73.17824873692001,-0.34426596142963267,-10.883922129159066
26,1.4084477698199815,73.17824873692001,-0.3438252574844039,-10.974314122340632
27,1.4217350129314907,73.17824873692001,-0.3450304852237002,-10.993016281899033
28,1.435022256043,73.17824873692001,-0.3439830268747873,-10.949376989346428
29,1.4483094991545091,73.17824873692001,-0.3431579541745029,-10.964703169650551
30,1.4615967422660183,73.17824873692001,-0.3447676983692579,-10.940151291234713
31,1.4748839853775275,73.17824873692001,-0.34342492021503535,-10.9440773659778
32,1.4881712284890372,73.17824873692001,-0.344192559977391,-10.92009194921427
33,1.5014584716005464,73.17824873692001,-0.3413197574314534,-10.904176139734162
34,1.5147457147120555,73.17824873692001,-0.3445753918619234,-10.90231657978309
35,1.5280329578235647,73.17824873692001,-0.3416168320630746,-10.892885455062244
36,1.5413202009350742,73.17824873692001,-0.34409989633875315,-10.881187494728389
37,1.5546074440465834,73.17824873692001,-0.3445918625023778,-10.899186971393862
38,1.5678946871580923,73.17824873692001,-0.3427737078769399,-10.906119701126585
39,1.581181930269602,73.17824873692001,-0.34451242929500325,-10.905044043450046
40,1.5944691733811112,73.17824873692001,-0.3431739230987045,-10.909987901343316
41,1.6077564164926204,73.17824873692001,-0.34044546513975266,-10.90218772124104
42,1.6210436596041295,73.17824873692001,-0.34597879077942945,-10.916514993033434
43,1.634330902715639,73.17824873692001,-0.34312780488858907,-10.9259687500663
44,1.6476181458271482,73.17824873692001,-0.34372301184765847,-10.914350569141005
45,1.6609053889386574,73.17824873692001,-0.34262341554663706,-10.915749570514501
46,1.6741926320501668,73.17824873692001,-0.3423398293850968,-10.931417917899307
47,1.687479875161676,73.17824873692001,-0.34460078627218255,-10.931366318463526
48,1.7007671182731852,73.17824873692001,-0.3414787886266112,-10.940290022830832
49,1.7140543613846944,73.17824873692001,-0.3403273183766728,-10.927147825080475
50,1.7273416044962038,73.17824873692001,-0.3415489369587366,-10.931965062695255
51,1.740628847607713,73.17824873692001,-0.34124684960448276,-10.919742961099194
52,1.7539160907192222,73.17824873692001,-0.3433199096475027,-10.918276490565054
53,1.7672033338307316,73.17824873692001,-0.34070720354021033,-10.909271696457541
54,1.7804905769422408,73.17824873692001,-0.3419523609885565,-10.92757533507193
55,1.79377782005375,73.17824873692001,-0.34286358673612494,-10.947812408997729
56,1.8070650631652596,73.17824873692001,-0.34556317733094255,-10.956030854192456
57,1.8203523062767688,73.17824873692001,-0.3435537646810807,-10.948471277418237
58,1.8336395493882776,73.17824873692001,-0.34439511617004587,-10.948907238171998
59,1.846926792499787,73.17824873692001,-0.34382417498147827,-10.931236591021163
60,1.8602140356112964,73.17824873692001,-0.34548261299248306,-10.951895857479533
61,1.8735012787228056,73.17824873692001,-0.34288733242312275,-10.956627765236055
62,1.8867885218343148,73.17824873692001,-0.3448959973492986,-10.968629481580592
63,1.900075764945824,73.17824873692001,-0.3424767012408277,-10.944242245327361
