,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN
0,817.0737805024256,179.18158665234725,,,,,,,273.4706997781582,275.42373410314565,0.21929670358797582,0.3346952335320303,837.2900389890835,118.22535350525841,0.14119999999999977,152.8386579107057,637.9352678012065,917.0319474642342,88.73239436619718,92.95774647887323,318.96763390060323,1249.2898994440293,10.142857142857142,531.25
