HRV_MeanNN,{0: 636.6666666666666}
HRV_SDNN,{0: 63.608792091758424}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 78.84273251599183}
HRV_SDSD,{0: 79.36797641631934}
HRV_CVNN,{0: 0.09990909752632214}
HRV_CVSD,{0: 0.1238367526429191}
HRV_MedianNN,{0: 630.0}
HRV_MadNN,{0: 44.477999999999994}
HRV_MCVNN,{0: 0.0706}
HRV_IQRNN,{0: 60.0}
HRV_Prc20NN,{0: 600.0}
HRV_Prc80NN,{0: 674.0}
HRV_pNN50,{0: 27.536231884057973}
HRV_pNN20,{0: 57.971014492753625}
HRV_MinNN,{0: 410.0}
HRV_MaxNN,{0: 820.0}
HRV_HTI,{0: 6.9}
HRV_TINN,{0: 226.5625}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.0022608201829516176}
HRV_HF,{0: 0.05815207562687814}
HRV_VHF,{0: 0.01991100350416768}
HRV_LFHF,{0: 0.038877721191892534}
HRV_LFn,{0: 0.02814629521549686}
HRV_HFn,{0: 0.7239697789017125}
HRV_LnHF,{0: -2.844693706297172}
shannon,(1.3788228191535121, {'Symbolization': 3, 'Base': 2})
SampEn,(0.2338677405839491, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.08849843282439132})
Entropy_SVD,(0.1642579511159715, {'Dimension': 2, 'Delay': 1})
