HRV_MeanNN,{0: 712.4590163934427}
HRV_SDNN,{0: 138.75224608037783}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 203.15839469077653}
HRV_SDSD,{0: 204.8728419189137}
HRV_CVNN,{0: 0.19475119675340652}
HRV_CVSD,{0: 0.2851509911674498}
HRV_MedianNN,{0: 690.0}
HRV_MadNN,{0: 44.477999999999994}
HRV_MCVNN,{0: 0.06446086956521738}
HRV_IQRNN,{0: 60.0}
HRV_Prc20NN,{0: 660.0}
HRV_Prc80NN,{0: 720.0}
HRV_pNN50,{0: 44.26229508196721}
HRV_pNN20,{0: 63.934426229508205}
HRV_MinNN,{0: 500.0}
HRV_MaxNN,{0: 1440.0}
HRV_HTI,{0: 6.1}
HRV_TINN,{0: 203.125}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.04514538479752675}
HRV_HF,{0: 0.15643903158287967}
HRV_VHF,{0: 0.020668005905637058}
HRV_LFHF,{0: 0.28858133638860595}
HRV_LFn,{0: 0.20312662662197536}
HRV_HFn,{0: 0.703879984630896}
HRV_LnHF,{0: -1.855088919456098}
shannon,(1.007403577465381, {'Symbolization': 3, 'Base': 2})
SampEn,(0.2252496672470151, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.19523510326796023})
Entropy_SVD,(0.12744305672978873, {'Dimension': 2, 'Delay': 1})
