HRV_MeanNN,{0: 692.2222222222222}
HRV_SDNN,{0: 81.3682280160134}
HRV_SDANN1,{0: nan}
HRV_SDNNI1,{0: nan}
HRV_SDANN2,{0: nan}
HRV_SDNNI2,{0: nan}
HRV_SDANN5,{0: nan}
HRV_SDNNI5,{0: nan}
HRV_RMSSD,{0: 144.35619029823195}
HRV_SDSD,{0: 145.53462773117764}
HRV_CVNN,{0: 0.11754639681286047}
HRV_CVSD,{0: 0.20854024280643463}
HRV_MedianNN,{0: 680.0}
HRV_MadNN,{0: 44.477999999999994}
HRV_MCVNN,{0: 0.06540882352941176}
HRV_IQRNN,{0: 60.0}
HRV_Prc20NN,{0: 654.0}
HRV_Prc80NN,{0: 730.0}
HRV_pNN50,{0: 46.03174603174603}
HRV_pNN20,{0: 69.84126984126983}
HRV_MinNN,{0: 460.0}
HRV_MaxNN,{0: 940.0}
HRV_HTI,{0: 7.0}
HRV_TINN,{0: 250.0}
HRV_ULF,{0: nan}
HRV_VLF,{0: nan}
HRV_LF,{0: 0.0043953646446311}
HRV_HF,{0: 0.031282753255501033}
HRV_VHF,{0: 0.037593104718262715}
HRV_LFHF,{0: 0.1405044053741715}
HRV_LFn,{0: 0.05998759796219966}
HRV_HFn,{0: 0.4269446057755211}
HRV_LnHF,{0: -3.4646883475013883}
shannon,(1.346809702388442, {'Symbolization': 3, 'Base': 2})
SampEn,(0.33451697637148375, {'Dimension': 2, 'Delay': 1, 'Tolerance': 0.0246885133355276})
Entropy_SVD,(0.14922476948850158, {'Dimension': 2, 'Delay': 1})
