,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN
0,947.3050868908995,184.57109050753363,,,,,,,275.4944447309047,277.81933358354115,0.1948380654360305,0.29081913371234036,917.0209546282879,59.111968144865166,0.06446086956521735,66.45079381364405,877.1504783401014,970.1815896792031,63.934426229508205,75.40983606557377,505.02603298369473,1820.7517504938469,7.625,382.8125
