,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,shannon,SampEn
0,-0.031242237002197193,0.20897088471895242,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.49680396968000773,0.6983184680879793,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0349529317516692,1.1871025024955228,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.5819175001697974,1.671850113009227,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.1247882928881006,2.146300660198226,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.6447856176436573,2.601782519744525,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.1232220528564896,3.028429677633641,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.54712094810922,3.4163153730181164,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.9123660100943347,3.7557397323609054,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4.220680772261362,4.036606301435693,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4.471902919980788,4.2476361790317965,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4.656965689014897,4.376571659575038,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4.757432272294062,4.412191512304509,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4.753724371516592,4.3480008102750745,73.43278101899868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
